ticker,position,faelle,serien,anteil_serien,rsi_min,rsi_p25,rsi_median,rsi_p75,rsi_max
RWE.DE,3,14,100,14.0,18.09,28.06,37.14,40.88,51.29
RWE.DE,4,9,100,9.0,26.37,27.95,31.47,34.16,37.93
RWE.DE,5,2,100,2.0,24.95,28.16,31.38,34.59,37.8
SAP.DE,1,110,110,100.0,25.25,47.52,56.38,62.9,79.55
SAP.DE,2,41,110,37.3,17.78,39.88,44.83,55.27,76.05
SAP.DE,3,20,110,18.2,18.88,32.6,36.3,43.03,72.9
SAP.DE,4,13,110,11.8,13.8,29.13,35.61,37.66,44.24
SAP.DE,5,4,110,3.6,20.7,31.12,35.04,36.46,39.4
SAP.DE,6,1,110,0.9,27.0,27.0,27.0,27.0,27.0
SB=F,1,97,97,100.0,26.32,47.09,55.08,59.52,74.58
SB=F,2,37,97,38.1,24.19,37.37,43.61,50.04,65.45
SB=F,3,22,97,22.7,14.58,34.31,40.87,45.73,59.5
SB=F,4,13,97,13.4,21.48,32.23,34.69,36.74,48.75
SB=F,5,7,97,7.2,20.01,30.86,31.74,33.62,36.57
SB=F,6,6,97,6.2,24.4,29.15,32.34,33.2,33.43
SB=F,7,2,97,2.1,27.41,28.8,30.2,31.59,32.98
SBUX,1,119,119,100.0,27.12,46.17,53.51,61.2,78.8
SBUX,2,53,119,44.5,20.02,35.54,42.33,51.5,62.91
SBUX,3,16,119,13.4,12.01,28.08,33.95,38.13,49.72
SBUX,4,8,119,6.7,19.4,27.29,30.07,35.46,39.83
SBUX,5,2,119,1.7,24.67,25.34,26.01,26.68,27.35
SCHW,1,97,97,100.0,29.78,48.87,54.84,61.41,82.14
SCHW,2,34,97,35.1,22.8,34.45,37.62,48.74,60.21
SCHW,3,14,97,14.4,14.04,32.58,33.77,44.88,56.59
SCHW,4,1,97,1.0,31.18,31.18,31.18,31.18,31.18
SCHW,5,1,97,1.0,34.02,34.02,34.02,34.02,34.02
SHL.DE,1,96,96,100.0,28.79,47.0,54.08,61.7,80.44
SHL.DE,2,34,96,35.4,26.25,37.95,43.41,49.78,67.13
SHL.DE,3,18,96,18.8,23.2,28.77,32.67,40.22,53.23
SHL.DE,4,11,96,11.5,19.32,27.41,35.46,42.04,45.41
SHL.DE,5,5,96,5.2,18.0,32.18,32.41,34.97,41.43
SHL.DE,6,4,96,4.2,29.17,31.57,34.11,36.26,37.53
SHL.DE,7,1,96,1.0,32.04,32.04,32.04,32.04,32.04
SHW,1,102,102,100.0,29.29,48.68,56.03,63.58,74.91
SHW,2,37,102,36.3,23.28,34.41,39.31,47.99,59.85
SHW,3,22,102,21.6,24.59,33.22,36.05,39.51,44.27
SHW,4,7,102,6.9,23.28,27.46,29.01,33.84,42.97
SHW,5,2,102,2.0,26.88,28.19,29.5,30.81,32.12
SHW,6,2,102,2.0,27.88,30.95,34.03,37.1,40.18
SHW,7,2,102,2.0,24.23,27.35,30.47,33.59,36.71
SHW,8,2,102,2.0,23.61,26.11,28.6,31.1,33.59
SI=F,1,98,98,100.0,13.97,44.28,56.03,62.91,86.54
SI=F,2,36,98,36.7,24.37,32.96,42.46,51.02,58.59
SI=F,3,15,98,15.3,24.76,32.86,35.78,39.58,47.15
SI=F,4,7,98,7.1,24.39,30.6,33.92,37.52,46.71
SI=F,5,2,98,2.0,22.75,25.1,27.45,29.79,32.14
SI=F,6,1,98,1.0,26.84,26.84,26.84,26.84,26.84
SIE.DE,1,124,124,100.0,26.57,48.63,54.33,61.03,81.16
SIE.DE,2,39,124,31.5,26.66,40.53,45.17,50.09,66.98
SIE.DE,3,19,124,15.3,23.5,32.95,36.48,39.7,52.98
SIE.DE,4,7,124,5.6,32.44,36.99,37.66,40.46,44.61
SIE.DE,5,2,124,1.6,9.36,14.6,19.84,25.07,30.31
SIE.DE,6,1,124,0.8,5.32,5.32,5.32,5.32,5.32
SIE.DE,7,1,124,0.8,8.73,8.73,8.73,8.73,8.73
SNPS,1,127,127,100.0,16.0,48.91,57.85,62.37,82.15
SNPS,2,42,127,33.1,23.93,35.66,43.25,50.41,71.09
SNPS,3,17,127,13.4,29.86,34.38,39.45,44.82,54.33
SNPS,4,10,127,7.9,26.93,30.14,33.41,37.22,47.16
SNPS,5,4,127,3.1,25.62,29.23,31.7,35.64,43.68
SNPS,6,1,127,0.8,33.97,33.97,33.97,33.97,33.97
SNPS,7,1,127,0.8,36.16,36.16,36.16,36.16,36.16
SO,1,112,112,100.0,19.87,46.25,55.7,62.0,76.49
SO,2,42,112,37.5,22.99,36.15,44.12,48.58,62.0
SO,3,13,112,11.6,22.92,32.61,36.91,39.14,58.24
SO,4,8,112,7.1,28.84,32.7,35.48,38.84,41.45
SO,5,1,112,0.9,45.74,45.74,45.74,45.74,45.74
SPG,1,106,106,100.0,21.21,46.75,54.07,61.66,72.15
SPG,2,36,106,34.0,20.01,39.4,42.61,47.97,61.94
SPG,3,15,106,14.2,23.21,31.71,35.36,40.3,49.55
SPG,4,5,106,4.7,35.24,37.51,37.89,38.51,40.43
SPG,5,3,106,2.8,27.2,30.19,33.18,35.95,38.71
SPG,6,2,106,1.9,15.95,19.97,24.0,28.02,32.05
SPG,7,2,106,1.9,26.76,29.6,32.45,35.29,38.13
SPG,8,1,106,0.9,33.02,33.02,33.02,33.02,33.02
SPG,9,1,106,0.9,28.87,28.87,28.87,28.87,28.87
SPG,10,1,106,0.9,27.81,27.81,27.81,27.81,27.81
SPGI,1,129,129,100.0,25.29,51.86,57.45,61.89,78.45
SPGI,2,36,129,27.9,24.2,32.46,42.38,50.98,62.53
SPGI,3,17,129,13.2,20.9,30.7,37.86,42.53,50.17
SPGI,4,10,129,7.8,25.75,27.67,31.8,37.38,43.51
SPGI,5,2,129,1.6,29.41,31.69,33.97,36.24,38.52
SPGI,6,1,129,0.8,36.71,36.71,36.71,36.71,36.71
SRT3.DE,1,113,113,100.0,28.49,48.16,57.37,63.37,79.78
SRT3.DE,2,42,113,37.2,23.89,36.06,44.46,51.2,68.69
SRT3.DE,3,16,113,14.2,23.63,31.5,35.11,39.48,48.54
SRT3.DE,4,7,113,6.2,24.98,35.42,39.29,39.86,44.95
SRT3.DE,5,6,113,5.3,20.03,24.46,31.37,35.39,42.08
SRT3.DE,6,3,113,2.7,18.47,25.62,32.78,35.64,38.49
SRT3.DE,7,1,113,0.9,29.69,29.69,29.69,29.69,29.69
SRT3.DE,8,1,113,0.9,29.93,29.93,29.93,29.93,29.93
SRT3.DE,9,1,113,0.9,28.92,28.92,28.92,28.92,28.92
SY1.DE,1,105,105,100.0,26.18,47.96,58.34,64.17,74.72
SY1.DE,2,33,105,31.4,24.63,36.12,42.42,50.53,71.65
SY1.DE,3,18,105,17.1,19.77,30.5,35.48,38.28,52.26
SY1.DE,4,10,105,9.5,17.26,27.89,32.35,33.72,37.17
SY1.DE,5,7,105,6.7,20.32,23.23,30.4,31.6,44.61
SY1.DE,6,3,105,2.9,30.28,30.41,30.55,35.6,40.66
SY1.DE,7,2,105,1.9,28.15,28.47,28.8,29.12,29.44
SY1.DE,8,2,105,1.9,27.34,28.43,29.52,30.6,31.69
T,1,83,83,100.0,18.66,46.95,54.64,61.33,80.71
T,2,25,83,30.1,25.63,37.89,41.49,54.01,68.13
T,3,14,83,16.9,19.58,30.03,33.75,36.45,56.41
T,4,8,83,9.6,27.45,28.89,31.56,32.69,37.89
T,5,5,83,6.0,32.63,35.03,35.85,36.52,39.2
T,6,3,83,3.6,23.38,26.37,29.36,29.91,30.45
T,7,2,83,2.4,20.94,23.61,26.27,28.94,31.6
T,8,2,83,2.4,20.01,22.39,24.77,27.16,29.54
T,9,1,83,1.2,20.56,20.56,20.56,20.56,20.56
TEAM,1,104,104,100.0,31.14,45.58,55.08,61.82,80.15
TEAM,2,43,104,41.3,23.67,38.55,42.79,50.21,65.94
TEAM,3,24,104,23.1,19.09,35.19,41.74,44.16,55.74
TEAM,4,13,104,12.5,20.63,27.93,32.25,39.96,48.26
TEAM,5,7,104,6.7,19.52,25.7,29.71,32.35,35.95
TEAM,6,2,104,1.9,30.48,30.52,30.55,30.59,30.63
TEAM,7,2,104,1.9,25.73,28.71,31.69,34.66,37.64
TMO,1,125,125,100.0,24.76,48.19,55.77,62.09,79.12
TMO,2,41,125,32.8,16.33,35.42,40.79,51.37,65.22
TMO,3,19,125,15.2,25.09,33.45,36.34,41.08,54.63
TMO,4,8,125,6.4,17.93,29.93,38.02,41.41,46.3
TMO,5,3,125,2.4,29.19,30.55,31.9,36.26,40.62
TMO,6,1,125,0.8,40.05,40.05,40.05,40.05,40.05
TMUS,1,105,105,100.0,31.5,47.47,57.04,63.31,78.38
TMUS,2,47,105,44.8,21.6,37.88,44.89,52.84,71.99
TMUS,3,21,105,20.0,24.5,32.9,36.66,40.63,55.08
TMUS,4,9,105,8.6,23.66,31.38,32.8,34.52,40.92
TMUS,5,3,105,2.9,16.54,22.88,29.22,30.52,31.81
TMUS,6,2,105,1.9,21.2,23.03,24.86,26.69,28.52
TRV,1,111,111,100.0,12.22,48.53,56.17,62.57,83.06
TRV,2,37,111,33.3,20.83,35.49,42.97,50.25,76.38
TRV,3,21,111,18.9,23.35,31.83,37.71,41.49,54.01
TRV,4,8,111,7.2,21.38,31.6,35.63,37.33,51.6
TRV,5,1,111,0.9,39.88,39.88,39.88,39.88,39.88
TSLA,1,105,105,100.0,24.48,49.58,56.44,64.65,84.88
TSLA,2,43,105,41.0,17.43,37.35,43.61,50.11,73.94
TSLA,3,21,105,20.0,20.19,30.19,38.86,42.28,47.07
TSLA,4,8,105,7.6,24.28,28.75,30.59,34.64,37.71
TSLA,5,1,105,1.0,24.49,24.49,24.49,24.49,24.49
TSLA,6,1,105,1.0,38.3,38.3,38.3,38.3,38.3
TTD,1,106,106,100.0,21.72,45.93,55.9,63.3,76.38
TTD,2,45,106,42.5,16.16,33.13,42.66,52.9,70.12
TTD,3,17,106,16.0,20.28,29.6,39.48,49.44,58.24
TTD,4,7,106,6.6,27.6,33.79,45.5,46.65,59.17
TTD,5,2,106,1.9,18.42,25.5,32.57,39.64,46.72
TTD,6,1,106,0.9,28.24,28.24,28.24,28.24,28.24
TTD,7,1,106,0.9,26.29,26.29,26.29,26.29,26.29
TTWO,1,96,96,100.0,23.0,46.65,53.55,63.07,79.29
TTWO,2,33,96,34.4,24.34,35.78,45.29,51.18,59.15
TTWO,3,21,96,21.9,18.91,31.04,34.37,39.1,57.36
TTWO,4,8,96,8.3,22.58,30.12,33.41,35.18,39.48
TTWO,5,3,96,3.1,31.01,31.47,31.93,32.64,33.36
TTWO,6,2,96,2.1,22.55,25.68,28.8,31.93,35.06
TXN,1,109,109,100.0,35.36,48.66,53.2,61.51,76.74
TXN,2,44,109,40.4,26.9,38.05,43.7,48.72,66.47
TXN,3,20,109,18.3,23.86,33.55,39.63,43.31,48.43
TXN,4,11,109,10.1,29.54,32.08,35.48,38.13,44.7
TXN,5,5,109,4.6,30.39,33.97,37.6,42.65,42.81
TXN,6,4,109,3.7,20.41,29.73,34.67,37.89,42.08
TXN,7,1,109,0.9,32.61,32.61,32.61,32.61,32.61
UBER,1,103,103,100.0,28.87,48.05,55.88,62.39,81.52
UBER,2,47,103,45.6,24.97,37.06,42.75,49.88,65.28
UBER,3,24,103,23.3,11.33,36.1,40.64,44.22,52.52
UBER,4,9,103,8.7,25.1,35.29,35.55,35.68,39.24
UBER,5,5,103,4.9,30.06,30.53,34.31,35.63,36.87
UBER,6,1,103,1.0,34.5,34.5,34.5,34.5,34.5
UNH,1,112,112,100.0,27.32,47.4,56.12,64.5,81.61
UNH,2,39,112,34.8,23.36,34.08,41.4,50.83,68.96
UNH,3,20,112,17.9,23.59,32.72,39.37,42.29,56.86
UNH,4,9,112,8.0,12.04,32.08,38.11,42.3,55.51
UNH,5,2,112,1.8,24.4,28.24,32.08,35.92,39.76
UNP,1,90,90,100.0,30.66,48.27,56.2,63.77,77.55
UNP,2,37,90,41.1,19.3,35.5,44.03,53.57,65.8
UNP,3,15,90,16.7,18.4,34.94,38.56,47.22,59.4
UNP,4,9,90,10.0,25.86,34.18,38.4,46.07,58.95
UNP,5,7,90,7.8,23.12,29.46,31.94,38.09,49.9
UNP,6,3,90,3.3,24.45,25.06,25.67,29.64,33.62
UNP,7,2,90,2.2,27.28,29.68,32.08,34.47,36.87
UPS,1,109,109,100.0,25.23,46.51,51.93,61.42,85.19
UPS,2,39,109,35.8,19.96,37.31,46.04,50.42,65.42
UPS,3,21,109,19.3,22.14,29.12,37.53,42.99,45.35
UPS,4,9,109,8.3,16.57,26.07,34.42,37.02,42.51
UPS,5,5,109,4.6,16.49,26.43,28.3,37.11,40.28
UPS,6,2,109,1.8,19.33,23.03,26.74,30.45,34.15
UPS,7,2,109,1.8,26.92,27.41,27.91,28.4,28.89
UPS,8,1,109,0.9,33.46,33.46,33.46,33.46,33.46
USB,1,106,106,100.0,35.88,48.73,56.12,62.77,76.82
USB,2,33,106,31.1,14.84,37.15,41.66,49.63,57.45
USB,3,20,106,18.9,16.66,31.28,34.27,39.5,51.65
USB,4,11,106,10.4,12.99,31.91,36.51,38.5,40.72
USB,5,6,106,5.7,21.8,25.2,32.3,37.1,46.54
USB,6,4,106,3.8,21.85,26.65,32.91,37.71,38.11
USB,7,3,106,2.8,22.48,23.0,23.51,26.33,29.15
USB,8,1,106,0.9,25.84,25.84,25.84,25.84,25.84
V,1,126,126,100.0,28.35,46.2,53.73,60.96,79.97
V,2,40,126,31.7,24.05,34.44,38.38,45.54,60.55
V,3,15,126,11.9,29.76,31.91,36.77,39.3,46.85
V,4,8,126,6.3,22.43,29.81,35.58,38.12,45.98
V,5,1,126,0.8,31.32,31.32,31.32,31.32,31.32
VNA.DE,1,95,95,100.0,27.98,44.12,52.51,61.48,77.78
VNA.DE,2,42,95,44.2,25.5,35.02,40.9,46.02,55.33
VNA.DE,3,18,95,18.9,22.75,30.5,33.09,40.45,47.82
VNA.DE,4,7,95,7.4,27.53,28.06,36.57,38.12,39.77
VNA.DE,5,3,95,3.2,26.23,27.93,29.63,29.89,30.16
VNA.DE,6,1,95,1.1,26.47,26.47,26.47,26.47,26.47
VNA.DE,7,1,95,1.1,14.54,14.54,14.54,14.54,14.54
VOW3.DE,1,85,85,100.0,27.33,43.44,51.88,58.04,75.45
VOW3.DE,2,42,85,49.4,25.79,39.04,42.96,48.54,60.82
VOW3.DE,3,20,85,23.5,23.3,31.26,38.45,47.64,50.64
VOW3.DE,4,10,85,11.8,18.02,23.74,31.65,36.02,42.66
VOW3.DE,5,6,85,7.1,12.57,22.41,28.88,32.62,36.0
VOW3.DE,6,2,85,2.4,20.34,23.06,25.79,28.52,31.24
VOW3.DE,7,2,85,2.4,20.9,24.23,27.56,30.89,34.22
VOW3.DE,8,1,85,1.2,24.9,24.9,24.9,24.9,24.9
VRSK,1,110,110,100.0,26.1,50.16,57.7,63.23,76.08
VRSK,2,34,110,30.9,20.65,36.88,46.34,53.62,63.29
VRSK,3,16,110,14.5,24.93,27.2,32.62,40.02,42.08
VRSK,4,9,110,8.2,21.56,32.88,35.24,38.35,46.77
VRSK,5,5,110,4.5,19.12,20.74,29.33,32.84,42.69
VRSK,6,3,110,2.7,23.3,25.52,27.73,30.38,33.02
VRSK,7,2,110,1.8,25.2,26.75,28.3,29.84,31.39
VRSK,8,1,110,0.9,30.85,30.85,30.85,30.85,30.85
VRSK,9,1,110,0.9,33.89,33.89,33.89,33.89,33.89
VRSK,10,1,110,0.9,28.46,28.46,28.46,28.46,28.46
VRTX,1,111,111,100.0,27.13,46.41,54.96,62.12,79.81
VRTX,2,44,111,39.6,23.7,40.93,45.7,50.19,61.9
VRTX,3,15,111,13.5,28.32,34.36,36.61,42.88,57.82
VRTX,4,7,111,6.3,30.19,32.73,37.54,38.44,44.13
VRTX,5,4,111,3.6,26.06,31.45,33.64,34.8,37.11
VRTX,6,3,111,2.7,29.55,29.97,30.39,31.45,32.51
VRTX,7,1,111,0.9,37.66,37.66,37.66,37.66,37.66
VZ,1,90,90,100.0,20.72,45.26,54.95,61.92,80.19
VZ,2,41,90,45.6,16.35,37.02,43.48,50.93,71.46
VZ,3,18,90,20.0,27.18,30.86,38.5,43.54,53.65
VZ,4,13,90,14.4,25.78,33.26,34.92,38.39,40.94
VZ,5,5,90,5.6,26.29,30.04,37.7,39.52,43.95
VZ,6,3,90,3.3,25.55,28.98,32.41,35.16,37.92
WBD,1,92,92,100.0,23.61,41.26,51.73,62.77,85.15
WBD,2,40,92,43.5,16.41,34.12,39.55,45.89,52.66
WBD,3,21,92,22.8,27.28,31.75,34.84,40.43,46.56
WBD,4,9,92,9.8,25.65,32.37,35.56,37.54,42.52
WBD,5,4,92,4.3,27.08,33.43,36.04,37.4,40.0
WBD,6,1,92,1.1,36.36,36.36,36.36,36.36,36.36
WBD,7,1,92,1.1,29.83,29.83,29.83,29.83,29.83
WBD,8,1,92,1.1,28.1,28.1,28.1,28.1,28.1
WDAY,1,102,102,100.0,19.47,44.95,53.94,62.12,78.51
WDAY,2,45,102,44.1,21.23,36.37,40.49,48.59,62.26
WDAY,3,21,102,20.6,23.95,31.25,37.49,40.49,63.25
WDAY,4,8,102,7.8,22.67,27.13,33.66,37.01,44.21
WDAY,5,4,102,3.9,17.32,22.34,26.91,32.58,40.93
WDAY,6,2,102,2.0,23.39,24.96,26.54,28.11,29.68
WDAY,7,1,102,1.0,33.51,33.51,33.51,33.51,33.51
WDAY,8,1,102,1.0,29.58,29.58,29.58,29.58,29.58
WDAY,9,1,102,1.0,37.07,37.07,37.07,37.07,37.07
WFC,1,104,104,100.0,28.9,48.82,56.97,65.23,80.74
WFC,2,40,104,38.5,27.78,36.52,41.0,48.24,68.77
WFC,3,16,104,15.4,20.67,31.61,35.74,41.28,45.57
WFC,4,11,104,10.6,27.37,28.81,32.19,35.59,40.64
WFC,5,5,104,4.8,15.57,26.77,31.02,31.82,37.33
WFC,6,3,104,2.9,18.46,22.79,27.11,29.68,32.24
WFC,7,2,104,1.9,25.31,26.09,26.87,27.65,28.43
WMT,1,110,110,100.0,31.84,50.37,56.09,62.06,76.25
WMT,2,41,110,37.3,26.53,40.07,45.69,52.74,72.61
WMT,3,17,110,15.5,25.7,33.08,40.08,43.34,58.42
WMT,4,8,110,7.3,16.28,23.96,36.85,42.28,44.16
XEL,1,95,95,100.0,22.57,48.67,54.83,59.45,77.07
XEL,2,42,95,44.2,20.58,34.8,44.08,50.49,71.23
XEL,3,14,95,14.7,21.07,28.99,34.73,43.71,56.34
XEL,4,4,95,4.2,33.94,34.14,36.23,40.99,49.14
XEL,5,2,95,2.1,32.24,33.69,35.14,36.58,38.03
XEL,6,2,95,2.1,25.96,31.32,36.68,42.04,47.4
XEL,7,1,95,1.1,28.02,28.02,28.02,28.02,28.02
XOM,1,110,110,100.0,32.58,48.75,55.48,61.38,80.63
XOM,2,42,110,38.2,20.37,37.01,43.69,50.35,62.68
XOM,3,20,110,18.2,17.82,36.49,39.33,43.89,50.49
XOM,4,8,110,7.3,23.49,26.68,33.19,40.62,46.26
XOM,5,2,110,1.8,20.13,21.29,22.45,23.61,24.77
XOM,6,2,110,1.8,23.64,24.09,24.55,25.01,25.46
ZAL.DE,1,91,91,100.0,22.42,44.84,53.07,62.49,81.54
ZAL.DE,2,36,91,39.6,21.13,33.45,38.69,48.27,70.02
ZAL.DE,3,19,91,20.9,16.17,28.26,32.33,37.53,44.34
ZAL.DE,4,10,91,11.0,16.67,23.66,31.25,33.67,37.14
ZAL.DE,5,6,91,6.6,20.54,31.71,36.36,37.07,37.28
ZAL.DE,6,1,91,1.1,24.94,24.94,24.94,24.94,24.94
ZAL.DE,7,1,91,1.1,24.67,24.67,24.67,24.67,24.67
ZAL.DE,8,1,91,1.1,29.28,29.28,29.28,29.28,29.28
ZS,1,109,109,100.0,21.49,49.59,55.86,64.68,82.57
ZS,2,41,109,37.6,15.63,33.23,42.85,48.8,78.9
ZS,3,19,109,17.4,19.42,32.21,36.26,42.01,51.8
ZS,4,10,109,9.2,23.94,33.52,35.74,38.0,40.87
ZS,5,7,109,6.4,24.78,30.74,33.59,35.95,42.99
ZS,6,3,109,2.8,26.7,30.29,33.88,35.46,37.04
ZW=F,1,93,93,100.0,24.29,46.56,53.63,58.19,74.95
ZW=F,2,34,93,36.6,31.25,37.8,43.9,47.02,60.0
ZW=F,3,20,93,21.5,20.64,34.62,37.56,40.71,47.52
ZW=F,4,12,93,12.9,29.02,29.45,36.3,38.44,42.37
ZW=F,5,5,93,5.4,23.77,27.64,30.98,32.61,32.68
ZW=F,6,2,93,2.2,33.12,33.52,33.92,34.33,34.73
